NOMBRE,PRESENTACION,LABORATORIO,BAJA,VIGENCIA,FECHA,PRECIO,DROGA,DROGAS25,DROGAS25EXT,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,FORMA,VARIEDAD_REV,VARIEDAD_COUNT,VARIEDAD_COD,VARIEDAD_DES,REMEDIAR,LABSEL,TIPO_DE_VENTA,IMPORTADO,TIPOAGRUPA,MARCAAGRUPA,D_MARCA_CONTROLADO,D_TAMANO,D_PAMI,C_PAMI,C_LABORATORIO,C_BARRA,C_TAMANO,C_ACCION,C_DROGA,C_FORMA,C_UPOTENCI,C_TIPOUNID,C_VIA,SNOMED,GTIN1,TROQUEL,ACCION,VIA,CLAVE,PRECIOPAMI,categoria_busqueda,query
IRRADIAL,100 mg comp. rec.x 30,Teva Argentina,0,1,13/04/2026,53150,sertralina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00518,7795326011320,001,00185,00245,00054,undefined,00005,00002,464341000221109,07795326011320,6609423,Antidepresivo,oral,60932,27877,sertralina,sertralina
SERTRALINA ROSPAW,100 mg comp.x 30,Rospaw,0,1,30/04/2026,53542,sertralina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00651,7798118063163,001,00185,00245,00054,undefined,00005,00002,149631000221100,07798118063163,5741551,Antidepresivo,oral,43219,46088,sertralina,sertralina
CADILER,100 mg comp.ran.x 30,Montpellier,0,1,30/04/2026,53583,sertralina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,Sin informacion (Sin descuento),0,00162,7795378006565,001,00185,00245,00054,undefined,00005,00002, ,07795378006565,6765711,Antidepresivo,oral,62094,0,sertralina,sertralina
ATENIX,100 mg comp.ran.x 30,Raffo,0,1,17/04/2026,58639,sertralina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00192,7798084685000,001,00185,00245,00054,undefined,00005,00002,141681000221100,07798084685000,3607512,Antidepresivo,oral,41636,51166,sertralina,sertralina
ANILAR,100 mg comp.rec.x 30,Megalabs Argentina,0,1,04/05/2026,59048,sertralina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00193,7791763001917,001,00185,00245,00054,undefined,00005,00002,160451000221106,07791763001917,5276163,Antidepresivo,oral,35160,40252,sertralina,sertralina
ZOLOFT,100 mg tab.x 30,Aspen Pharma,0,1,05/05/2026,61503,sertralina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00914,7795381410106,001,00185,00245,00054,undefined,00005,00002,122161000221107,07795381410106,4071152,Antidepresivo,oral,23226,57964,sertralina,sertralina
SERTRALINA CEVALLOS,50 mg comp.x 60,Laboratorios Frasca,0,1,18/04/2026,44200,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),Sin informacion (Sin descuento),0,00282,7798425360399,003,00185,00245,00054,undefined,00005,00002, ,7798425360399,5327842,Antidepresivo,oral,63017,0,sertralina,sertralina
VUNOT,50 mg comp.x 60,Medipharma,0,1,06/02/2026,47427,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00119,7798030238847,003,00185,00245,00054,undefined,00005,00002,133801000221107,07798030238847,5258824,Antidepresivo,oral,37118,45076,sertralina,sertralina
ZOXX 50,50 mg comp.rec.x 60,Casasco,0,1,27/04/2026,50695,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00045,7791909123077,003,00185,00245,00054,undefined,00005,00002,441201000221109,07791909123077,5684136,Antidepresivo,oral,59854,45908,sertralina,sertralina
INSERTEC 50,50 mg comp.ran.x 60,Baliarda,0,1,27/04/2026,50759,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00023,7795338018782,003,00185,00245,00054,undefined,00005,00002,246931000221104,07795338018782,4887936,Antidepresivo,oral,50082,46372,sertralina,sertralina
ASERTRAL,50 mg comp.ran.x 60,Roemmers,0,1,27/04/2026,50817,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00203,7795345122908,003,00185,00245,00054,undefined,00005,00002,401961000221106,07795345122908,6022008,Antidepresivo,oral,58887,45884,sertralina,sertralina
ATENIX,50 mg comp.ran.x 60,Raffo,0,1,17/04/2026,58338,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00192,7798084680098,003,00185,00245,00054,undefined,00005,00002,141661000221107,07798084680098,3607434,Antidepresivo,oral,20681,50983,sertralina,sertralina
ZOLOFT,50 mg tab.ran.x 60,Aspen Pharma,0,1,05/05/2026,61428,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),Sin informacion (Sin descuento),0,00914,7795381411745,003,00185,00245,00054,undefined,00005,00002,386711000221107,07795381411745,4071072,Antidepresivo,oral,58117,0,sertralina,sertralina
SERTRALINA CEVALLOS,100 mg comp.x 60,Laboratorios Frasca,0,1,18/04/2026,78900,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),Sin informacion (Sin descuento),0,00282,7798425360382,003,00185,00245,00054,undefined,00005,00002, ,7798425360382,5328002,Antidepresivo,oral,63018,0,sertralina,sertralina
INSERTEC 100,100 mg comp.ran.x 60,Baliarda,0,1,27/04/2026,87382,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00023,7795338018775,003,00185,00245,00054,undefined,00005,00002,252691000221108,07795338018775,4888006,Antidepresivo,oral,50083,77571,sertralina,sertralina
ZOXX 100,100 mg comp.rec.x 60,Casasco,0,1,27/04/2026,87489,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00045,7791909123138,003,00185,00245,00054,undefined,00005,00002,441211000221107,07791909123138,5684266,Antidepresivo,oral,59853,69814,sertralina,sertralina
ASERTRAL,100 mg comp.ran.x 60,Roemmers,0,1,27/04/2026,87498,sertralina,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00203,7795345122915,003,00185,00245,00054,undefined,00005,00002,401951000221109,07795345122915,6022138,Antidepresivo,oral,58894,69814,sertralina,sertralina
DROSIX,50 mg comp.lib.prol.x 30,Baliarda,0,1,27/04/2026,33768,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00023,7795338019970,001,00185,10789,00073,undefined,00005,00002,241281000221104,07795338019970,6239843,Antidepresivo,oral,49725,31663,venlafaxina,venlafaxina
IXIUM,50 mg comp.lib.prol.x 30,Roemmers,0,1,27/04/2026,33778,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,SIGUIENTE,50% de descuento,2,00203,7795345121208,002,00185,10789,00073,undefined,00005,00002,177861000221101,07795345121208,6041005,Antidepresivo,oral,47353,32216,venlafaxina,venlafaxina
VELDEX,50 mg comp.x 30,Casasco,0,1,27/04/2026,35344,desvenlafaxina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00045,7791909422248,001,00185,10789,00054,undefined,00005,00002,241381000221106,07791909422248,6250265,Antidepresivo,oral,49692,32695,venlafaxina,venlafaxina
DESLAFAX,50 mg comp.lib.prol.x 30,Gador,0,1,29/04/2026,36141,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00103,7792183000856,001,00185,10789,00073,undefined,00005,00002,177271000221109,07792183000856,6065845,Antidepresivo,oral,47844,31845,venlafaxina,venlafaxina
ALFAXIN 50,50mg comp.rec.lib.pr.x30,Bagó,0,1,29/04/2026,36538,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00021,7790375003210,001,00185,10789,00073,undefined,00005,00002,186431000221102,07790375003210,6243716,Antidepresivo,oral,49281,36538,venlafaxina,venlafaxina
FAPRIS,50mg comp.rec.lib.pr.x30,Raffo,0,1,17/04/2026,47853,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00192,7798084683174,001,00185,10789,00073,undefined,00005,00002,189621000221106,07798084683174,6129004,Antidepresivo,oral,47881,35304,venlafaxina,venlafaxina
DROSIX,100mg comp.lib.prol.x 30,Baliarda,0,1,27/04/2026,56973,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00023,7795338018232,001,00185,10789,00073,undefined,00005,00002,241191000221107,07795338018232,6239973,Antidepresivo,oral,49726,54511,venlafaxina,venlafaxina
IXIUM,100 mg comp.lib.prol.x30,Roemmers,0,1,27/04/2026,57017,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00203,7795345000473,003,00185,10789,00073,undefined,00005,00002,177831000221107,07795345000473,6041135,Antidepresivo,oral,48658,54466,venlafaxina,venlafaxina
PRISTIQ,50 mg comp.lib.prol.x 30,Pfizer,0,1,28/04/2026,61170,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00179,7795381000857,001,00185,10789,00073,undefined,00005,00002,120691000221109,07795381000857,5975844,Antidepresivo,oral,48873,38754,venlafaxina,venlafaxina
DESLAFAX,100 mg comp.acc.prol.x30,Gador,0,1,29/04/2026,61470,desvenlafaxina,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta Archivada,Importado,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00103,7792183001846,001,00185,10789,00054,undefined,00005,00002,198881000221104,07792183001846,6065975,Antidepresivo,oral,50767,56519,venlafaxina,venlafaxina
ALFAXIN 100,100mg comp.rec.lib.prx30,Bagó,0,1,29/04/2026,62348,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00021,7790375003227,001,00185,10789,00073,undefined,00005,00002,180211000221106,07790375003227,6243846,Antidepresivo,oral,49282,49019,venlafaxina,venlafaxina
FAPRIS,100mg comp.rec.lib.prx30,Raffo,0,1,17/04/2026,84842,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00192,7798084683181,001,00185,10789,00073,undefined,00005,00002,189641000221102,07798084683181,6129134,Antidepresivo,oral,47882,64788,venlafaxina,venlafaxina
PRISTIQ,100mg comp.lib.prol.x 30,Pfizer,0,1,28/04/2026,104035,desvenlafaxina,,,,mg,30,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,MENOR,50% de descuento,2,00179,7795381000833,001,00185,10789,00073,undefined,00005,00002,116881000221101,07795381000833,5975971,Antidepresivo,oral,48450,65908,venlafaxina,venlafaxina
IXIUM,50 mg comp.lib.prol.x 60,Roemmers,0,1,27/04/2026,69752,desvenlafaxina,,,,mg,60,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE + DE 2 PRES.),50% de descuento,2,00203,7795345123011,005,00185,10789,00073,undefined,00005,00002,404981000221101,07795345123011,6041007,Antidepresivo,oral,58888,69751,venlafaxina,venlafaxina
PRISTIQ,50 mg comp.lib.prol.x 60,Pfizer,0,1,28/04/2026,122346,desvenlafaxina,,,,mg,60,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,Venta Vigilada y Succinilcolina, ,VENTA VIGILADA,GRANDE (DE 2 PRES.),50% de descuento,2,00179,7795381000864,003,00185,10789,00073,undefined,00005,00002,125821000221104,07795381000864,5975845,Antidepresivo,oral,48874,77503,venlafaxina,venlafaxina
EFEXOR XR,37.5 mg cáps.lib.prol.x7,Aspen Pharma,0,1,05/05/2026,9065,venlafaxina,,,,mg,7,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00914,7795381001106,001,00185,00169,00073,undefined,00005,00002,250611000221100,7795381001106,4477811,Antidepresivo,oral,28651,7271,venlafaxina,venlafaxina
ELAFAX LP,37.5 mg cáps.x 14,Gador,0,1,29/04/2026,13322,venlafaxina,,,,mg,14,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00103,7792183488654,001,00185,00169,00073,undefined,00005,00002,250421000221107,07792183488654,5170812,Antidepresivo,oral,32710,13322,venlafaxina,venlafaxina
VENLIFAX XR 37.5,37.5mg cáps.lib.prol.x14,Baliarda,0,1,27/04/2026,13366,venlafaxina,,,,mg,14,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00023,7795338016191,001,00185,00169,00073,undefined,00005,00002,250501000221104,07795338016191,5662001,Antidepresivo,oral,44547,13366,venlafaxina,venlafaxina
EFEXOR XR,75 mg cáps.lib.prol.x 14,Aspen Pharma,0,1,05/05/2026,20409,venlafaxina,,,,mg,14,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00914,7795381001113,001,00185,00169,00073,undefined,00005,00002,252411000221103,7795381001113,4477992,Antidepresivo,oral,28650,14550,venlafaxina,venlafaxina
SESAREN XR,75 mg cáps.x 15,Roemmers,0,1,27/04/2026,15348,venlafaxina,,,,mg,15,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00203,7795345011516,001,00185,00169,00073,undefined,00005,00002,186611000221107,07795345011516,5044643,Antidepresivo,oral,31002,15082,venlafaxina,venlafaxina
SESAREN XR,150 mg cáps.x 15,Roemmers,0,1,27/04/2026,16454,venlafaxina,,,,mg,15,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00203,7795345011523,001,00185,00169,00073,undefined,00005,00002,186651000221108,07795345011523,5044713,Antidepresivo,oral,31003,16454,venlafaxina,venlafaxina
SESAREN XR,225 mg cáps.x 15,Roemmers,0,1,27/04/2026,22642,venlafaxina,,,,mg,15,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00203,7795345000060,001,00185,00169,00073,undefined,00005,00002,115131000221103,07795345000060,6175394,Antidepresivo,oral,48650,22642,venlafaxina,venlafaxina
SUNVEX LP,37.5 mg cáps.x 28,Casasco,0,1,27/04/2026,26749,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00045,7791909191014,001,00185,00169,00073,undefined,00005,00002,248451000221101,07791909191014,5742396,Antidepresivo,oral,44642,26749,venlafaxina,venlafaxina
QUILAREX XR,75 mg comp.x 28,Ariston,0,1,30/04/2026,27492,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00013,7795349169503,003,00185,00169,00073,undefined,00005,00002,252171000221101,07795349169503,5812842,Antidepresivo,oral,43140,26717,venlafaxina,venlafaxina
ELAFAX LP,75 mg cáps.x 28,Gador,0,1,29/04/2026,27720,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00103,7792183487619,001,00185,00169,00073,undefined,00005,00002,251961000221103,07792183487619,4714594,Antidepresivo,oral,32712,27720,venlafaxina,venlafaxina
VENLIFAX XR 75,75 mg cáps.lib.prol.x 28,Baliarda,0,1,27/04/2026,27778,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00023,7795338016207,001,00185,00169,00073,undefined,00005,00002,252331000221102,07795338016207,5662132,Antidepresivo,oral,44548,27778,venlafaxina,venlafaxina
SUNVEX LP,75 mg cáps.x 28,Casasco,0,1,27/04/2026,27841,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00045,7791909191120,001,00185,00169,00073,undefined,00005,00002,251991000221108,07791909191120,5742426,Antidepresivo,oral,44643,27841,venlafaxina,venlafaxina
ELAFAX XR,75 mg comp.x 28,Gador,0,1,29/04/2026,28336,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00103,7792183487411,001,00185,00169,00073,undefined,00005,00002,252271000221105,07792183487411,4519722,Antidepresivo,oral,31492,28336,venlafaxina,venlafaxina
SESAREN XR,37.5 mg cáps.x 28,Roemmers,0,1,27/04/2026,29454,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00203,7795345013084,001,00185,00169,00073,undefined,00005,00002,170831000221108,07795345013084,5236207,Antidepresivo,oral,36795,29454,venlafaxina,venlafaxina
QUILAREX XR,150 mg comp.x 28,Ariston,0,1,30/04/2026,36567,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00013,7795349169527,003,00185,00169,00073,undefined,00005,00002,250981000221104,07795349169527,5812972,Antidepresivo,oral,43142,35536,venlafaxina,venlafaxina
ELAFAX LP,150 mg cáps.x 28,Gador,0,1,29/04/2026,37004,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00103,7792183487633,001,00185,00169,00073,undefined,00005,00002,250951000221109,07792183487633,4714674,Antidepresivo,oral,32714,37004,venlafaxina,venlafaxina
VENLIFAX XR 150,150 mg cáps.lib.prol.x28,Baliarda,0,1,27/04/2026,37125,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00023,7795338016214,001,00185,00169,00073,undefined,00005,00002,251031000221105,07795338016214,5662262,Antidepresivo,oral,44549,37125,venlafaxina,venlafaxina
SUNVEX LP,150 mg cáps.x 28,Casasco,0,1,27/04/2026,37154,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00045,7791909191236,001,00185,00169,00073,undefined,00005,00002,248881000221108,07791909191236,5742556,Antidepresivo,oral,44644,37154,venlafaxina,venlafaxina
EFEXOR XR,75 mg cáps.lib.prol.x 28,Aspen Pharma,0,1,05/05/2026,38190,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,No controlado, ,PSICOTROPICO IV,GRANDE (DE 2 PRES.),50% de descuento,2,00914,7795381001120,003,00185,00169,00073,undefined,00005,00002,252421000221108,7795381001120,4477991,Antidepresivo,oral,23543,29944,venlafaxina,venlafaxina
ELAFAX XR,150 mg comp.x 28,Gador,0,1,29/04/2026,39144,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Nacional,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00103,7792183487428,001,00185,00169,00073,undefined,00005,00002,251011000221102,07792183487428,4519802,Antidepresivo,oral,31493,39144,venlafaxina,venlafaxina
EFEXOR XR,150 mg cáps.lib.prol.x28,Aspen Pharma,0,1,05/05/2026,48098,venlafaxina,,,,mg,28,unidades,Cáps./Comp. de Liberación Controlada,,0, , ,,,Venta Bajo Receta Archivada,Importado,No controlado, ,PSICOTROPICO IV,MENOR,50% de descuento,2,00914,7795381001144,001,00185,00169,00073,undefined,00005,00002,251111000221103,7795381001144,4478061,Antidepresivo,oral,23544,40187,venlafaxina,venlafaxina
